Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
24,0,Travel_Rarely,1353,Sales,3,2,Other,1,128,1,Female,2,Sales Executive,3,Married,4999,4,4,2,2,3
44,0,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,2,Laboratory Technician,2,Married,2042,3,17,3,4,3
37,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,1,Human Resources,1,Divorced,2073,4,7,3,3,3
59,0,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,5,Manager,4,Married,18844,4,30,3,3,3
25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,1,Research Scientist,4,Married,2889,3,2,2,3,2
43,0,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,1,Research Scientist,3,Single,4739,3,18,2,3,3
50,0,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,3,Sales Executive,4,Single,9208,3,16,3,3,2
31,1,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,2,Sales Executive,3,Married,4559,3,4,2,3,2
36,0,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,2,Manufacturing Director,2,Divorced,4941,4,7,0,3,3
51,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,3,Manufacturing Director,4,Single,10650,3,18,2,3,4
25,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,2,Sales Executive,3,Married,8639,3,6,3,3,2
38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,2,Research Scientist,3,Single,4317,4,19,2,3,3
30,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,1,Research Scientist,1,Divorced,3204,3,8,3,3,3
22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,1,Research Scientist,4,Married,2323,4,2,6,3,2
27,0,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,1,Research Scientist,2,Divorced,2024,3,6,1,1,2
28,0,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,1,Research Scientist,4,Married,2713,3,5,2,1,5
27,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,1,Research Scientist,2,Married,3058,3,6,3,2,5
56,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,1,Research Scientist,1,Divorced,4257,3,19,3,3,2
38,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,1,Laboratory Technician,4,Single,2288,3,2,3,3,2
31,0,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,1,Research Scientist,4,Married,3929,4,7,0,3,4
34,0,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,1,Research Scientist,2,Single,2311,3,9,3,3,3
50,0,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,1,Laboratory Technician,3,Married,3690,3,5,2,2,3
53,0,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,2,Manufacturing Director,1,Divorced,4450,3,5,3,3,4
35,0,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,2,Laboratory Technician,2,Single,4425,3,10,5,3,6
27,0,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,2,Manufacturing Director,1,Married,4298,3,6,1,3,2
40,0,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,2,Laboratory Technician,4,Married,2741,3,15,2,4,7
22,0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,1,Research Scientist,2,Divorced,2328,3,4,2,2,4
40,0,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,2,Healthcare Representative,4,Married,4876,3,5,5,1,3
46,0,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,3,Healthcare Representative,1,Divorced,9396,3,17,3,3,4
30,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,1,Research Scientist,1,Single,2657,3,8,5,3,5
29,1,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,1,Research Scientist,3,Single,2058,3,7,1,2,6
54,0,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,2,Sales Executive,1,Married,5940,3,16,4,3,6
33,0,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,1,Research Scientist,2,Married,2622,4,7,3,3,3
52,0,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316,3,Female,1,Laboratory Technician,4,Single,3212,3,6,3,2,2
59,0,Travel_Rarely,818,Human Resources,6,2,Medical,1,321,2,Male,1,Human Resources,3,Married,2267,3,7,2,2,2
32,1,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,331,4,Male,1,Laboratory Technician,3,Single,3730,3,4,2,1,3
39,0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,Female,1,Laboratory Technician,3,Divorced,2232,3,7,1,3,3
32,0,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,2,Sales Executive,4,Married,4465,3,4,2,3,3
31,0,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,3,Research Director,3,Divorced,13675,3,9,3,3,2
33,0,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,338,3,Female,1,Research Scientist,4,Married,2911,3,2,2,2,2
45,0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,2,Manufacturing Director,3,Married,6434,3,9,1,3,3
42,0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,347,4,Female,2,Research Scientist,1,Single,6545,3,10,1,3,3
29,0,Travel_Rarely,1247,Sales,20,2,Marketing,1,349,4,Male,2,Sales Executive,4,Divorced,6931,3,10,2,3,3
25,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,350,1,Female,2,Manufacturing Director,3,Married,4898,3,5,3,3,4
32,0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,4,Male,2,Laboratory Technician,1,Single,2176,3,9,5,3,6
28,0,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,1,Research Scientist,4,Married,2070,4,5,3,2,5
21,0,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,4,Male,1,Research Scientist,3,Single,3230,3,3,4,4,3
37,0,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,3,Research Director,4,Divorced,13603,3,15,2,3,5
38,0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,2,Healthcare Representative,4,Divorced,5745,3,10,2,3,2
26,1,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,1,Laboratory Technician,2,Divorced,2373,3,5,2,3,3
49,0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,Female,5,Research Director,1,Single,18665,3,22,4,3,3
31,0,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,1,Sales Representative,2,Divorced,2789,3,2,5,2,2
37,0,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,1,Research Scientist,4,Married,2326,3,4,3,2,4
31,0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,1,Research Scientist,4,Married,4821,3,6,4,3,5
31,0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,1,Male,2,Human Resources,1,Married,6410,3,9,1,3,2
31,0,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,3,Male,1,Research Scientist,4,Divorced,2695,3,3,2,1,2
52,1,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,3,Male,2,Research Scientist,2,Married,4941,3,11,3,2,8
28,1,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,1,Research Scientist,4,Married,3464,3,5,4,2,3
47,0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,5,Research Director,3,Married,18300,3,21,2,3,3
29,0,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,1,Laboratory Technician,4,Single,3983,3,4,2,3,3
37,0,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,2,Manufacturing Director,4,Divorced,6347,3,8,2,2,6
23,0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,3,Male,1,Research Scientist,4,Divorced,2904,3,4,2,2,4
42,0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,1,Human Resources,3,Divorced,2696,3,4,5,3,3
30,0,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,2,Sales Executive,3,Married,4736,3,4,2,4,2
21,1,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,1,Sales Representative,2,Single,2174,3,3,3,3,3
57,0,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,2,Healthcare Representative,3,Married,6755,3,15,2,3,3
21,0,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,1,Sales Representative,4,Single,2610,4,3,3,2,3
31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,1,Research Scientist,2,Single,2657,3,3,5,3,2
29,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,1,Research Scientist,4,Single,2201,3,6,4,3,3
27,0,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,1,Laboratory Technician,2,Divorced,3816,3,5,2,3,5
49,0,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,3,Healthcare Representative,3,Single,10965,4,26,2,3,5
36,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,1,Research Scientist,3,Married,2543,3,6,3,3,2
34,1,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,2,Sales Executive,4,Single,5304,3,9,3,2,5
24,0,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,2,Sales Executive,3,Divorced,4260,3,5,2,4,5
42,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,1,Laboratory Technician,1,Divorced,2576,3,8,5,3,5
54,0,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,5,Research Director,1,Married,19406,3,24,4,2,4
34,0,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,2,Sales Executive,3,Married,6538,3,6,3,3,3
43,0,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,1,Laboratory Technician,4,Married,2258,4,8,1,3,3
43,0,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,2,Healthcare Representative,3,Divorced,4522,3,8,3,3,5
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,1,Laboratory Technician,1,Married,2218,3,4,3,3,4
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,1,Laboratory Technician,1,Married,4031,3,6,5,3,2
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,1,Research Scientist,4,Married,2654,4,8,3,2,2
52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,4,Manager,4,Married,16555,3,31,2,1,5
34,1,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,1,Sales Representative,3,Divorced,2351,3,3,3,2,2
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,1,Research Scientist,4,Divorced,2886,4,3,3,1,3
29,0,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,3,Research Director,3,Married,11935,3,10,2,3,10
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,1,Research Scientist,2,Married,2546,3,6,2,4,2
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,4,Research Director,3,Married,17861,3,26,2,1,3
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,3,Sales Executive,4,Married,9071,3,15,3,3,3
30,0,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,1,Sales Representative,2,Single,2983,3,4,3,3,3
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,3,Human Resources,1,Divorced,9950,3,11,2,3,3
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,1,Laboratory Technician,3,Married,2093,3,8,4,3,2
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,1,Laboratory Technician,3,Single,3894,3,4,3,3,2
29,0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,2,Manufacturing Director,4,Divorced,4262,3,8,2,4,3
46,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,3,Healthcare Representative,3,Married,10527,3,28,3,2,2
32,1,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,2,Sales Executive,3,Married,4707,3,6,2,3,4
24,0,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,1,Sales Representative,4,Married,2400,3,3,3,3,2
35,0,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,2,Laboratory Technician,4,Single,3681,3,9,3,3,3
42,0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,2,Healthcare Representative,4,Married,4089,3,10,4,3,10
48,0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,4,Manager,1,Married,15402,3,21,3,1,3
44,0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,2,Human Resources,3,Single,5985,3,10,1,4,2
34,0,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,1,Sales Representative,3,Divorced,2579,3,8,3,3,8
21,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,1,Sales Representative,3,Single,3447,3,3,2,3,3
44,0,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,5,Manager,4,Married,19513,3,26,2,4,2
22,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,1,Research Scientist,3,Married,2773,4,3,3,3,2
26,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,1,Laboratory Technician,4,Married,2659,3,3,2,3,3
36,0,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,2,Manufacturing Director,2,Divorced,8847,3,13,2,3,3
27,0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,1,Research Scientist,4,Single,2045,3,5,0,3,4
23,0,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,1,Research Scientist,1,Married,2819,3,5,3,4,3
25,0,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,2,Sales Executive,2,Married,4851,4,4,4,3,3
48,0,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,2,Sales Executive,2,Married,8120,3,12,3,3,2
24,1,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,2,Sales Executive,3,Single,4577,3,4,3,3,2
60,0,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,2,Sales Executive,1,Single,5405,3,10,1,3,2
50,0,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,1,Sales Representative,2,Married,3875,3,4,2,3,2
44,0,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,1,Laboratory Technician,3,Single,3708,3,9,5,3,5
47,0,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,4,Sales Executive,3,Divorced,13770,3,28,2,2,22
42,1,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,1,Research Scientist,3,Divorced,2759,3,7,2,3,2
43,0,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,2,Sales Executive,4,Married,6804,3,7,5,3,2
40,0,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,Female,1,Research Scientist,4,Single,2342,4,5,2,2,4
29,0,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,1,Sales Representative,2,Divorced,2297,3,2,2,3,2
53,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,Male,2,Laboratory Technician,4,Single,2450,3,19,4,3,2
23,0,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,1,Research Scientist,3,Single,3505,3,2,3,3,2
55,1,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,5,Manager,1,Married,19859,3,24,2,3,5
26,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,1,Laboratory Technician,4,Divorced,4364,3,5,2,3,2
34,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,1,Research Scientist,4,Single,3280,3,10,2,3,4
27,0,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,2,Sales Executive,4,Married,4342,3,5,3,3,4
35,0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,1,Sales Representative,4,Married,2572,3,3,1,2,3
30,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,1,Laboratory Technician,3,Married,3833,4,7,2,3,2
34,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,Female,2,Sales Executive,1,Married,6500,3,6,1,3,3
52,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,4,Female,2,Laboratory Technician,3,Married,3149,4,9,3,3,5
33,1,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,2,Sales Executive,1,Single,5324,3,6,3,3,3
35,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,1,Research Scientist,3,Single,2506,3,7,0,3,2
28,1,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,1,Research Scientist,3,Single,4382,3,5,3,2,2
36,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,1,Human Resources,2,Married,2143,3,8,2,3,5
34,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,1,Research Scientist,4,Single,2553,3,6,3,3,5
34,0,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,1,Human Resources,4,Married,3737,3,4,1,1,3
44,0,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,2,Healthcare Representative,2,Single,5933,3,10,2,2,5
32,0,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,2,Sales Executive,4,Divorced,4403,3,8,3,2,5
53,0,Travel_Rarely,661,Sales,7,2,Marketing,1,862,1,Female,3,Sales Executive,4,Married,10934,3,35,3,3,5
22,0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,4,Male,2,Manufacturing Director,4,Married,4775,4,4,2,1,2
44,0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,1,Laboratory Technician,4,Married,2818,4,10,2,2,3
35,1,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,4,Female,1,Research Scientist,2,Divorced,2022,3,10,3,2,10
25,0,Travel_Rarely,583,Sales,4,1,Marketing,1,885,3,Male,2,Sales Executive,1,Married,4256,3,5,1,4,5
49,0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,1,Research Scientist,1,Married,3580,3,7,2,3,4
24,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,1,Male,1,Laboratory Technician,4,Married,3162,3,6,2,2,5
38,0,Travel_Rarely,395,Sales,9,3,Marketing,1,893,2,Male,1,Sales Representative,2,Married,2899,3,3,3,3,2
29,1,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,1,Sales Representative,3,Divorced,2800,3,5,3,3,3
43,0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,4,Female,2,Healthcare Representative,4,Married,5562,3,12,2,2,5
28,0,Travel_Rarely,821,Sales,5,4,Medical,1,916,1,Male,2,Sales Executive,4,Single,4908,3,4,3,3,4
20,1,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,1,Sales Representative,3,Single,2044,3,2,3,2,2
47,0,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,1,Sales Representative,4,Single,3294,3,3,3,2,3
22,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,2,Female,2,Manufacturing Director,3,Married,4171,3,4,3,4,3
28,0,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,3,Female,1,Research Scientist,3,Divorced,2377,3,6,2,3,2
39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,4,Male,1,Laboratory Technician,1,Married,2404,4,8,2,1,2
33,0,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,3,Male,1,Research Scientist,1,Single,2799,3,6,1,3,3
36,0,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,1,Research Scientist,4,Single,4678,3,8,6,3,6
35,0,Travel_Rarely,1219,Sales,18,3,Medical,1,975,3,Female,2,Sales Executive,3,Married,4601,3,5,3,3,5
31,1,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,1,Research Scientist,1,Single,2321,4,4,0,3,3
33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,1,Research Scientist,4,Single,3452,3,5,4,3,3
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,Female,1,Laboratory Technician,2,Married,2811,3,4,2,3,2
30,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,1,Research Scientist,3,Married,2132,3,7,2,3,5
24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,4,Female,2,Manufacturing Director,3,Divorced,4377,3,5,6,3,4
35,1,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,3,Male,1,Laboratory Technician,2,Divorced,3743,4,5,2,1,4
30,1,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,1,Laboratory Technician,2,Single,2422,3,4,3,3,3
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,2,Healthcare Representative,3,Single,4240,3,19,0,3,2
41,0,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,2,Manufacturing Director,3,Single,5003,3,8,6,3,2
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,2,Manufacturing Director,4,Married,4227,3,4,2,3,3
35,0,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,1,Laboratory Technician,4,Divorced,3917,4,3,4,2,3
26,1,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,2,Sales Executive,1,Single,4969,3,7,6,3,2
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,1,Sales Representative,4,Single,2342,3,3,2,2,2
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,1,Research Scientist,1,Married,2042,3,6,2,3,3
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,1,Research Scientist,3,Married,2821,3,8,2,3,2
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,5,Research Director,4,Divorced,19627,3,23,0,3,2
20,1,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,1,Sales Representative,4,Single,2323,3,2,3,3,2
30,0,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,2,Manufacturing Director,1,Married,9957,3,7,1,2,6
27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,1,Laboratory Technician,3,Married,4621,3,3,4,3,3
55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,3,Manufacturing Director,2,Married,10976,3,23,4,3,3
33,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,3,Healthcare Representative,4,Divorced,7119,3,9,2,3,3
28,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,1,Laboratory Technician,3,Divorced,2207,3,4,5,2,4
34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,2,Healthcare Representative,4,Single,7756,3,7,1,2,6
33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,1,Research Scientist,2,Single,2313,4,5,0,3,2
33,0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,2,Sales Executive,2,Married,4302,3,4,3,3,3
21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,1,Research Scientist,2,Single,2070,3,2,6,4,2
31,0,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,1,Sales Representative,4,Married,2791,3,3,4,3,2
35,0,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,2,Sales Executive,4,Divorced,4968,3,5,3,3,5
34,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,2,Manufacturing Director,3,Single,4033,3,5,3,2,3
33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,2,Sales Executive,1,Single,8224,3,6,3,3,5
31,1,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,1,Laboratory Technician,3,Married,2610,3,2,5,2,2
37,0,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,2,Healthcare Representative,4,Divorced,5731,3,9,2,3,6
27,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,1,Research Scientist,3,Married,2539,3,4,0,3,4
35,0,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,1,Laboratory Technician,4,Married,2376,3,2,2,4,2
56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,5,Manager,1,Divorced,19943,3,28,2,3,5
45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,1,Research Scientist,3,Married,4477,3,7,2,2,3
20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,1,Laboratory Technician,3,Single,3033,3,2,2,2,2
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,4,Manager,1,Married,17856,4,32,3,3,2
46,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,5,Research Director,2,Married,19081,3,25,2,3,4
32,0,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,1,Laboratory Technician,2,Married,2743,4,2,2,3,2
35,0,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,3,Sales Executive,4,Married,10377,3,16,6,2,13
29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,1,Research Scientist,4,Divorced,3760,3,3,5,3,3
21,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,1,Laboratory Technician,3,Single,2625,4,2,2,1,2
34,0,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,2,Sales Executive,1,Single,4538,3,4,3,3,3
28,0,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,1,Laboratory Technician,3,Single,2154,3,5,2,2,4
35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,1,Research Scientist,3,Married,3506,3,4,3,3,3
28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,1,Laboratory Technician,4,Married,3867,3,2,2,3,2
28,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,1,Research Scientist,1,Single,2080,3,5,2,2,3
